Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Population,GDP,Energy Consumption,Energy Exports,Energy Imports,CO2 Emissions,Renewable Energy Jobs,Biomass Availability,Energy Storage Capacity,Energy Efficiency Programs
Canada,2017,Biomass,25165.99761,12875.98224,3839288853,784974621,6.32325E+13,866413.7885,60287.86086,91049.63351,177283.1356,304640,10.14777216,471.8588812,1
France,2011,Solar,99030.31134,22314.20715,2402546833,354132953,1.60213E+14,305020.0334,74982.05054,74707.27861,406089.9794,506853,16.37473863,146.9160086,0
USA,2010,Biomass,83907.91667,25687.09569,3057939757,1250306759,4.29178E+13,560908.2279,62679.25731,30052.57581,142530.4846,9873,64.16091122,243.4168732,1
Japan,2013,Geothermal,14918.1556,16747.32847,8075693681,466749364,2.29776E+12,348600.1281,64381.59591,80408.18528,951869.8408,215869,25.56785529,66.3195373,0
India,2006,Wind,80953.43804,17000.41784,2934977783,1392538951,4.03987E+12,698704.6997,52221.97892,19845.48329,633827.4887,240199,93.86168053,561.8745187,1
Canada,2003,Solar,25018.13539,20560.91311,9945499068,867775428,1.55192E+14,796001.3356,65282.26446,26563.20996,585705.5306,861030,44.08444862,900.5055301,0
Canada,2010,Geothermal,33700.00747,10141.0524,1810945206,1317676201,2.14308E+13,169260.1544,27588.73714,47879.38203,490657.7013,447169,15.00106478,742.4492089,0
India,2013,Wind,76463.34476,13425.0992,7130005764,918917052,1.5902E+14,182990.9639,5295.462299,96026.44267,325718.1023,97564,58.4924618,3.307232704,0
France,2016,Hydro,62708.73215,49879.64998,9934769047,12410684,7.84564E+13,202043.662,56503.90036,39130.69008,527445.3414,813098,25.12446972,490.5916012,0
China,2006,Hydro,86680.39205,47951.32722,9777638087,1078787787,6.33198E+13,191848.4503,94948.05665,91532.07219,694491.1786,351464,50.15256294,722.3969404,0
France,2017,Geothermal,57918.8422,14800.4913,1729022566,296763358,1.90077E+13,273336.8659,7449.457345,43505.89793,123935.9841,666142,25.66979079,489.7388744,1
India,2001,Geothermal,75237.22733,40878.89079,4616026906,214526002,7.14825E+13,957240.706,5342.448859,39131.34865,222113.4582,239622,44.15139311,493.0706871,1
Germany,2006,Solar,6124.036426,8662.227985,7108522125,635149559,4.82508E+12,54829.69728,75873.35402,88145.89518,12967.8531,367951,21.37662423,173.4471753,1
Russia,2018,Solar,39776.84227,9206.124827,9797495796,117117275,1.46388E+12,90631.57136,82215.26544,2380.633868,856186.4599,940084,10.72334846,172.3344741,0
Canada,2008,Geothermal,68042.98087,5602.415532,1821328892,966514591,4.8897E+13,464796.1832,67863.39079,82472.76149,319962.0394,103319,66.96757287,787.7685184,0
USA,2016,Solar,36927.51499,38054.28161,5921366992,452974972,1.50029E+14,967905.1757,5167.170639,89524.2715,463473.1594,423466,39.32753625,677.8148365,0
Canada,2019,Solar,52126.84453,40081.42364,7135948284,1093869875,1.20454E+14,739544.4898,53452.9584,9045.030952,749893.3439,151813,8.877278968,187.8228987,1
Germany,2011,Geothermal,17363.39001,24648.79806,3649284166,1177323380,1.62956E+13,467300.6556,37247.35331,94303.33865,395529.0111,292146,78.99875655,643.7770173,1
Japan,2013,Biomass,66943.53657,36995.62965,2011734998,746164207,5.93619E+13,770718.0357,38667.44642,52808.36443,931671.3635,278923,69.79367005,227.6819256,1
Germany,2014,Hydro,88413.47222,22748.80048,2414164404,821465475,8.2562E+13,485650.568,90662.66007,71114.45007,303157.7664,279287,58.4323177,612.2076603,1
Brazil,2013,Wind,15072.26799,23304.80931,915602261.9,146353933,8.13853E+13,931426.1726,9636.14633,66074.12901,692331.6013,433967,4.536932179,665.7064193,0
India,2018,Hydro,61394.89592,6627.997221,4647166463,1063477577,5.71006E+13,55282.64125,52847.01787,45462.52698,858182.6816,42350,93.36009408,422.7310838,1
France,2016,Hydro,57625.57339,8064.156048,3676890887,774344431,3.29127E+13,446270.1591,36848.80154,14664.24748,33929.69431,887019,90.32939592,684.9213384,0
France,2021,Biomass,48087.69786,25143.58631,8127802159,111244111,8.32605E+13,703136.7527,62686.41798,52217.92286,201778.8972,988894,53.30318972,173.2987463,1
Canada,2001,Geothermal,50233.583,25711.48302,9130709203,444095529,3.07035E+13,184981.527,30098.50496,23216.25083,884756.7379,780420,20.61938004,552.9537992,1
France,2010,Wind,85201.23809,33833.11187,8997033791,16452864,1.58899E+14,225365.4184,84474.13935,56490.23402,149263.862,568014,99.42147731,797.003293,1
Brazil,2005,Wind,16992.35648,8924.170512,1776093448,308418116,1.71888E+14,51457.96668,86983.84684,66817.59226,375307.55,48658,35.13441409,381.5152649,1
Brazil,2014,Hydro,42806.9642,34783.02855,5608002170,1320215722,1.26302E+13,899008.6993,71595.21392,50724.37907,587611.7411,5188,18.56074166,691.365973,0
India,2007,Geothermal,65631.72764,39250.93647,8673549983,857664753,1.61759E+14,652568.3913,31033.97741,2261.409671,823589.4862,804527,93.84439762,296.4968993,0
France,2001,Hydro,19371.51964,1601.545508,5191206341,1368962118,1.7674E+14,712476.5936,19078.69723,8799.302825,971348.1431,232658,20.63380689,622.1700407,0
Canada,2019,Geothermal,16255.67842,32918.6712,8276411419,802865134,1.23178E+14,977171.1858,92714.60978,8403.333578,704923.8902,556457,9.49652433,920.219949,0
China,2013,Wind,87285.46453,166.505391,3551118744,1112233947,1.17883E+13,798666.2296,72468.4442,49358.10095,299804.6871,980147,0.599167582,692.9404058,1
Canada,2023,Hydro,39682.57586,2231.228705,425085270.4,607311148,1.4517E+14,961277.876,25883.26735,46685.34562,95542.98253,169308,38.50398456,563.8234868,1
USA,2023,Wind,40604.12007,39312.22343,5732649610,802985866,1.83659E+14,85265.23626,98211.43458,84839.26519,720995.5108,808160,82.19708867,61.01671184,0
France,2015,Biomass,58687.42385,21736.38436,5999943938,358880911,1.51816E+14,383070.7318,46505.09119,66348.22825,274918.1414,563205,14.27624441,943.105978,1
France,2018,Biomass,4686.091311,17547.54781,2460289593,20586981,1.72583E+14,332658.6597,17560.09737,46741.65335,354239.7647,654399,76.26364603,931.1911304,1
USA,2006,Biomass,72805.28351,37033.00699,7578514417,625209379,1.15669E+14,746075.3948,94053.70592,7484.098028,31133.81597,828307,19.46829499,436.5604819,1
India,2006,Biomass,14780.97825,40978.30415,8846704992,768152542,1.84567E+14,418922.532,97401.16927,4338.293973,98458.81397,378617,9.659124445,625.4343565,0
France,2022,Solar,38020.47227,9691.25655,2018233026,1055097784,1.40355E+14,97882.89319,15854.24908,52231.9533,221284.9446,435072,30.09000919,45.79532924,0
Russia,2017,Biomass,42980.56751,20793.34485,9431190044,200924318,6.10647E+13,218144.2289,94316.42231,50525.19847,169721.1465,374656,64.3685652,311.764157,0
USA,2008,Solar,52390.92627,18352.68331,9846679135,1106682296,4.65001E+13,119708.7838,15318.20737,10022.35874,644345.2188,991739,39.10572947,516.6031884,0
Canada,2006,Solar,84246.35935,39190.69505,6375725837,1453713911,1.42838E+14,561031.2623,65279.83889,69365.29506,746355.2553,876639,5.894103377,413.4224598,1
Germany,2000,Solar,22528.80379,37446.11185,404814178,333064892,1.85963E+14,723533.7216,97799.39678,43673.49887,964157.3862,290093,40.67035853,100.1350929,1
Australia,2002,Hydro,64211.45143,29899.01339,970816346.8,945770112,7.3821E+13,873235.0187,76427.84749,67981.62336,38418.78872,402417,86.4291911,603.1776392,1
Brazil,2007,Hydro,67154.5135,10968.99674,8909832362,416573181,1.13658E+14,170187.3215,79935.93195,51501.07748,559593.7563,480065,77.89089026,575.2107148,0
Brazil,2012,Geothermal,69889.3082,30799.25324,7969501008,1262250845,1.34657E+14,907813.4231,12261.73765,50438.53836,336314.9233,292910,80.80117902,967.7896403,0
Canada,2001,Solar,29502.48168,23787.93768,5886949372,432721219,6.86931E+13,792308.3374,9167.511315,9686.418744,673797.6599,545038,58.98506115,521.3080255,1
China,2009,Solar,14634.77099,3818.04995,4213269697,754516519,1.91089E+14,887446.8135,40468.68879,11778.15284,887578.6749,390926,26.38365547,64.18066515,1
Brazil,2014,Geothermal,86339.22626,33938.68364,9573078872,1273068022,1.95615E+14,658923.4152,28406.98123,31198.78979,327958.0635,585530,35.25856495,408.4036588,0
Japan,2010,Solar,60753.68244,44162.78604,2497640267,859175821,8.09442E+13,462623.0453,69664.92017,10742.23043,433037.1314,864570,98.17501282,976.1489853,1
Canada,2005,Geothermal,7808.770427,2236.429535,7079819202,1089139910,1.00219E+14,618464.3273,37719.66258,69375.24652,214595.322,371447,25.6831659,243.6374021,0
China,2004,Geothermal,43507.35166,11505.76253,4474953495,1210221183,2.43291E+13,272797.3908,92111.89849,9846.912549,338417.7161,903108,28.31501649,200.2126777,0
Japan,2006,Hydro,40997.55552,38377.07588,5585716888,531322234,1.80063E+14,150980.5366,65507.51623,49156.09446,708247.9997,439805,25.42308226,263.2130815,1
Russia,2012,Wind,47305.33888,8418.262957,969879209.9,1101137619,1.2231E+14,181314.1078,5525.440563,51980.24616,436824.9462,888580,28.28683228,603.2632966,1
India,2008,Wind,68731.23212,5249.511156,7947165862,237404807,6.03117E+13,842760.2421,54261.36684,4941.976098,884238.207,818536,59.06005067,132.9505784,0
Australia,2002,Solar,29658.97519,20175.90669,6899772821,1428476374,1.60014E+14,671806.2934,91744.86715,32682.40924,683538.5469,750001,51.70467908,127.4698937,0
France,2001,Wind,18698.14785,34643.80084,4219199450,124045295,1.76188E+14,574725.6762,79771.70999,85334.6093,826215.8453,485969,65.74020492,929.5632132,1
France,2007,Geothermal,41381.13041,25124.1301,9184435392,472128264,1.57964E+14,641348.9948,40637.55791,39978.81687,633908.4701,8679,96.60934072,471.7802033,1
Germany,2006,Solar,94081.39903,46870.91923,8567145207,1369193309,1.45297E+14,282728.8841,46609.23266,16201.41139,351271.23,829441,64.24188597,966.5860933,1
Brazil,2002,Geothermal,55203.00839,34397.7817,7285768633,556834656,8.13082E+13,420210.267,63294.9615,25213.88681,458524.3006,944071,52.92061722,636.9791719,0
Japan,2013,Wind,94448.35706,8623.676353,7987689861,857450799,1.13567E+14,595033.4343,92178.32383,5183.169831,866960.58,357207,48.45890309,578.6242798,0
Canada,2021,Solar,4720.876263,47452.47794,6873589031,1204176507,1.7484E+13,478190.9907,24385.99592,51625.47498,111888.2772,391520,89.84006372,863.0245056,1
China,2005,Biomass,87194.32374,1172.297248,1392741979,835749279,3.10247E+12,210864.9347,88630.19242,3544.94726,142951.1488,172676,83.56140291,741.2660957,1
China,2004,Biomass,82308.2636,15814.03468,3763997804,852510316,9.18691E+13,852247.6881,87201.93594,32235.6811,602891.8607,455504,23.54640123,428.8670469,1
Australia,2022,Solar,35157.95594,24901.5663,4121673813,540574766,2.37497E+13,837920.4562,65878.65367,36391.91104,12127.37546,121198,27.63578226,562.7333404,0
India,2013,Solar,54329.74917,26447.83805,278230642.4,874121069,1.90211E+14,331865.3912,29883.73438,17323.24456,216753.7583,697488,30.21885315,940.5415389,0
USA,2018,Biomass,23270.47427,8687.035901,1035461391,13520972,1.11259E+14,249074.3873,36536.54008,61791.47206,216192.2434,984749,43.33382838,987.334692,1
India,2006,Geothermal,67570.3688,27002.11765,2156572678,1443417990,2.47377E+13,970741.3194,70007.91421,75183.85447,985828.5178,286315,87.92915033,494.4763442,0
China,2006,Solar,16455.86557,4353.907251,7080229210,198091766,1.00872E+14,64135.40113,29961.1244,15716.11575,118515.8046,634987,78.68968489,737.658856,0
USA,2021,Wind,3057.857,12837.91093,9382185995,721588564,1.26306E+14,583724.888,56901.56683,39599.34617,758055.3979,550349,24.29763741,155.6271542,0
China,2018,Hydro,26714.89709,29350.75461,6630710760,461304436,1.49694E+13,920382.3351,12769.56722,29105.72539,577680.1963,74378,79.52677193,337.0781851,0
China,2008,Biomass,81103.24061,5504.409318,1759668322,342668850,5.79433E+13,248376.8208,13342.41991,19437.24001,213719.1791,149676,73.83440299,651.7589983,0
France,2016,Wind,13992.86845,23572.64099,2620882006,1200098320,1.60698E+14,131912.2665,62580.99664,98347.48243,495563.8158,615749,96.31082631,179.5700608,1
China,2010,Solar,12058.0531,32252.24767,5566358531,824306563,2.14662E+13,820794.6292,58623.07144,87420.95632,36097.45288,967968,98.71574838,917.6572472,0
Japan,2001,Solar,75630.20756,33197.77733,4478356253,126464685,1.31319E+14,800856.383,54251.16535,19327.88392,626183.9861,47579,9.781328886,953.3213286,0
Brazil,2009,Hydro,48868.05592,13988.43054,1525915770,1220241337,6.73972E+13,3062.001649,38703.34774,51942.58402,521550.6488,957804,54.23200401,64.54064187,0
Japan,2002,Solar,35768.21986,48814.4823,287200324.9,1032200032,1.3418E+14,273197.4903,23016.07057,40021.74702,831253.1299,368630,39.23053277,472.7596619,0
Canada,2011,Wind,80009.72301,35494.63691,5247317543,423591745,1.9765E+14,102530.2731,15847.29814,29560.22294,988329.5418,922608,57.17808813,36.47910236,0
Japan,2006,Hydro,30357.09334,46118.17492,298759609.2,248474250,5.63381E+13,916817.413,14736.96018,50966.16828,986490.7478,204412,24.9341793,675.3647386,0
Russia,2012,Hydro,58400.86017,44126.30383,7124291789,227857328,1.78909E+14,977084.3972,24122.44005,4697.648012,803513.2589,85025,77.37375384,397.9020472,0
Australia,2003,Solar,29215.14824,34812.747,1340178147,1088204978,1.61983E+14,291940.8434,18554.96796,28883.42813,758916.3312,516092,77.1629507,653.6352624,1
Brazil,2014,Geothermal,49240.83591,4468.175239,9643551423,941483626,1.09373E+13,352828.7239,60337.20753,62262.84956,701711.3906,538616,7.133894004,461.0704734,0
USA,2009,Solar,39416.15295,7811.129485,3026126864,589370556,1.0473E+14,278933.6983,80530.32478,17243.97478,532975.9021,239369,77.89621586,149.3544082,0
China,2003,Biomass,73152.28964,7412.393272,6240629612,842940596,1.4326E+14,512807.3605,94791.99296,57115.82477,59403.29899,37260,81.07213802,930.0448408,1
China,2015,Solar,51915.66035,6955.303755,3198970121,1210195611,1.60784E+14,221850.5782,79502.5764,1572.983218,781279.8554,331642,6.051721601,373.2749739,0
France,2018,Biomass,30186.2059,26788.497,2628409973,1310485258,5.25014E+13,626901.7098,24240.15193,83334.25047,838204.7426,228042,3.695987321,765.6638336,0
Germany,2004,Hydro,50831.38962,36065.1934,950072300.8,1497647397,6.75002E+13,537424.5611,47699.41207,92588.58484,970580.6386,240345,22.96351968,39.9558279,1
China,2002,Hydro,81495.80546,1882.747867,9020923308,26805313,4.70453E+13,168312.8194,58388.91765,31283.49475,142262.1539,311859,97.4868706,375.2713848,1
Canada,2021,Hydro,54709.70525,44195.30188,6546779850,1048881518,1.99033E+14,989145.1015,18146.66559,90416.06136,811641.9314,490759,99.9062555,818.3366979,0
Russia,2023,Biomass,38684.57587,42517.97002,5638947739,692837744,1.935E+14,661531.6999,17742.29827,60240.0056,80806.25125,612509,49.59851274,552.4078377,1
Australia,2006,Hydro,53146.34639,47654.13662,4766772615,1423697490,1.46695E+14,94883.06283,75710.44488,77976.41181,145621.9701,440737,25.95385765,303.4770971,1
Australia,2015,Geothermal,6728.688944,10094.36982,5206489653,1014789979,1.83852E+14,26691.5585,89030.01887,36735.73044,719603.8389,705866,61.36224877,462.204252,1
Brazil,2005,Wind,30711.82628,29570.44441,2974690608,1490816461,1.18971E+13,164578.4442,42584.48079,75062.4598,802004.7202,893354,62.01098601,935.9525712,0
China,2014,Hydro,71865.35888,33706.592,5884643473,219061624,6.60028E+13,618183.7224,30262.58399,24041.48683,591918.2167,329445,61.04656136,472.4157712,1
Russia,2007,Wind,43282.92747,17854.37584,8739854854,1220047322,1.45887E+14,78577.30968,23749.73545,77728.51887,339836.2228,690618,89.77047654,307.0342132,1
India,2014,Solar,98367.82282,20065.69679,5559473540,929544817,8.32484E+13,396063.3172,57073.32026,80591.79683,170826.605,847789,0.933770735,739.9267723,0
USA,2016,Wind,10485.58046,45402.80736,7626080539,89220233,1.91829E+14,173515.1216,53638.43646,16059.14241,99030.81712,8004,27.46733925,931.9747062,0
France,2018,Solar,97405.20067,20311.39144,473669529.2,736561626,1.82973E+14,368659.2753,39052.19832,12067.14123,783834.9871,980102,33.83897616,603.4837449,1
Canada,2013,Solar,59945.5082,13910.15023,5597638763,1240278017,1.80934E+14,879027.4333,7460.672366,43085.43009,243786.0002,185959,86.81359982,558.9563621,1
Germany,2010,Geothermal,47075.33903,33820.5449,4479500073,926776042,1.04484E+14,495195.8203,74920.80445,71117.50462,747239.9336,273851,69.82247541,352.315324,0
Canada,2015,Geothermal,18333.3089,5167.835855,954150715.6,415723528,5.01099E+13,499132.4216,54487.50217,80949.68483,823406.9948,843710,99.17317795,856.1184597,0
India,2016,Hydro,75970.24507,14131.82771,4320941825,458254000,1.74796E+14,713827.136,52823.58495,52828.23089,256998.3039,962309,48.52514165,678.8300687,0
Brazil,2004,Solar,26529.57688,40998.85491,4992612070,563040311,9.69846E+13,413541.3474,99507.36808,44424.68924,778010.3337,849162,53.2448628,798.6386277,1
Brazil,2019,Hydro,2625.7058,32953.75407,2285926538,623741647,1.45398E+13,569880.7232,25303.57429,13149.07422,970947.4427,141654,98.61608988,519.6162297,0
India,2008,Biomass,9369.137177,43538.22414,53467979.86,359575485,8.31428E+13,709912.9349,53409.78551,26222.8212,79025.72101,411059,29.28461169,553.2959012,1
China,2023,Wind,43104.95485,49763.67559,1116603233,144062973,7.69502E+13,696471.0683,73293.49537,2605.361384,542025.0819,492651,91.96311294,32.42962921,0
India,2023,Wind,77086.57685,11181.64175,5722316727,492433810,1.33962E+14,842997.586,16365.23826,99086.78,154496.7402,774049,96.10948988,134.5694008,0
China,2015,Geothermal,33112.44584,13655.04869,5393429609,393097049,1.02938E+13,19420.18658,57351.45154,45932.24557,576367.0152,237477,84.37499917,133.5679756,0
India,2017,Solar,22457.3884,12749.55351,8686571246,1388105159,6.3729E+13,338175.2607,94431.87568,95163.43592,115100.7454,455352,85.41707865,829.6716483,0
Brazil,2015,Hydro,65451.07251,23764.99896,4642374522,1147249709,1.20165E+14,727225.7697,59268.88121,39885.16833,862409.1583,354218,25.54616515,508.1779699,0
Russia,2010,Solar,37072.65456,40650.90332,9957001941,1291311803,1.92558E+14,296384.4315,43572.86544,63981.18215,357442.5522,664346,41.6656158,975.4845975,0
Brazil,2023,Geothermal,92176.15428,28664.93125,3289544014,681503727,8.56334E+13,795919.8011,84075.99143,98474.45782,474522.8297,440986,64.21113565,111.6881261,0
Australia,2001,Solar,92780.04356,27439.94361,2811582489,416119951,1.19228E+14,710755.5635,20191.21366,56165.74567,480521.6337,272022,16.40707922,459.0673744,1
Australia,2014,Hydro,12898.53228,22802.13809,1851645004,137504657,7.74754E+13,508144.0635,16419.77375,33501.36687,597004.1117,409161,22.85820111,951.5471126,1
India,2008,Geothermal,73104.30269,26446.20862,753130916.4,210577913,3.90686E+13,869795.1867,82033.34228,2653.653867,756379.5054,602395,96.11912102,332.5677618,0
Russia,2008,Solar,76963.23528,28769.89524,1505810019,429216216,1.6987E+14,16380.12864,19029.14774,53440.43668,69307.01352,84641,20.13386,732.7160793,1
Canada,2013,Hydro,92962.55116,48573.71815,920291854.5,223280844,1.0003E+14,494816.8303,40003.57363,44515.57949,925024.0216,383403,59.88904679,786.6162274,1
China,2017,Solar,70216.65616,45745.99575,2506045029,742761219,5.41975E+13,929106.505,67977.51289,39244.77276,479181.5803,732764,61.96040039,175.7097921,0
Russia,2002,Wind,70620.11517,49454.0225,2496521140,1005685430,3.4099E+13,410463.2255,60742.22158,20931.85987,940940.2059,926025,0.819200346,48.34702133,0
USA,2011,Solar,83302.70709,37124.07084,7062657055,1044131138,6.48491E+13,33778.25673,92676.37716,79635.41867,142856.2323,851034,1.940337609,815.3666415,0
Japan,2001,Wind,35790.34723,28875.26568,9596863067,1216965284,7.04022E+13,624503.8817,44758.74155,70100.53702,877231.8156,156884,72.53285703,333.876807,1
Australia,2019,Hydro,16747.77292,47716.23142,6877185475,362769758,1.10294E+14,100784.8365,35964.57387,77260.97252,702039.1798,944115,94.88629012,119.614774,1
France,2010,Wind,46863.54738,23262.33263,1285577768,542822237,1.32452E+14,70898.76847,48227.6474,71516.9489,914174.4339,126718,50.54670809,639.9648931,0
Germany,2011,Biomass,34086.52432,3206.533616,6451188682,510029857,8.47047E+11,14397.65488,15390.16095,19086.65891,108766.636,6389,25.97510503,368.2187955,1
Japan,2008,Solar,95107.0223,3558.14772,7473384688,345429486,2.35957E+13,449753.9052,11645.34092,95672.4066,856956.4616,628367,99.81464974,441.5574651,1
Canada,2016,Biomass,90916.45158,38657.39149,6889340110,323945721,1.96993E+14,791631.6127,58282.03729,88375.2333,640544.0395,983763,34.93585132,987.5385583,0
China,2011,Solar,36361.01447,43809.05069,9362684887,1035312716,8.11932E+13,587568.6471,35242.63695,29363.75098,963380.1148,191164,18.31797583,803.6552237,1
Russia,2017,Geothermal,17258.40294,26738.14845,2900517951,496491266,1.38051E+14,604056.0741,43890.45651,39752.46942,464848.6327,829765,56.01938893,420.2408963,1
Australia,2009,Hydro,45110.17516,36134.2796,7259697137,497253754,7.34005E+13,505450.6198,53091.44046,65052.71269,341204.017,529123,76.2841155,966.59765,1
China,2004,Solar,83923.54618,9687.662925,4628264777,940913215,2.28755E+13,739846.1083,2402.398185,88272.30832,677919.3459,140645,72.38740183,862.2965692,0
Canada,2004,Geothermal,67527.99919,48255.34567,2687979960,704501747,1.43225E+14,386513.1689,42464.09294,71820.50134,996523.0864,622636,3.30472353,586.2418617,1
Australia,2020,Wind,29796.18396,42999.34653,5123814859,1296215557,1.74575E+14,147282.7872,46426.17671,97121.743,948737.213,255643,8.433844894,546.6418103,0
India,2006,Geothermal,8696.273736,19812.3691,4009563647,132597000,1.76085E+14,10568.40465,18036.1272,69728.99027,820036.814,856027,46.93289375,331.0941521,0
Germany,2015,Wind,44835.92275,19545.8455,6607289222,687695362,1.25144E+14,149753.8603,96765.96071,61463.0605,272063.2624,624411,21.77008921,125.2338109,0
Japan,2016,Biomass,88570.46725,43793.36087,826521599.9,529017021,1.11846E+13,956293.2435,12275.18746,56175.58277,610448.2768,227916,28.8186952,111.2478048,0
Australia,2018,Hydro,3681.916104,39896.79769,1988339755,1467354027,8.99628E+13,473636.4351,91074.43948,58293.66646,188660.252,75454,39.1510921,850.1936888,0
Russia,2010,Geothermal,30033.74956,34183.73542,4810998285,119254949,7.50979E+13,740273.038,34878.85168,64647.89092,354816.9795,937275,67.94577286,45.44800145,1
Brazil,2020,Geothermal,22757.74249,4911.02235,1840409667,1436034016,3.49205E+13,790259.0621,71252.38868,34201.98592,914196.8621,933849,64.84275344,590.5365963,1
India,2007,Geothermal,69845.61573,17607.58825,9176658680,841979208,1.64928E+14,358662.8273,31185.39492,85209.46696,813416.0066,211547,5.895976441,503.0958861,0
USA,2001,Biomass,11225.86641,27672.02917,7862566087,1431759366,3.15264E+13,969410.3343,64774.62949,79905.7102,12194.011,941756,3.724100186,47.24646672,1
France,2007,Solar,87518.1304,2162.563402,6068886570,652313313,1.5491E+14,537558.0761,12330.52622,37365.04861,881841.4782,281973,36.54740508,800.1293299,0
India,2017,Biomass,27028.6371,32591.50421,4098635785,193880664,1.05358E+14,212384.0801,57867.56803,39059.40353,234719.7855,103025,55.47960773,81.33602115,0
Brazil,2014,Wind,45406.45734,36970.04927,8276032233,160225547,1.01249E+14,115096.1532,87328.80626,64559.26999,787673.8533,841940,38.99489766,188.0703984,0
Russia,2003,Hydro,21075.666,11060.36949,7018267760,831828395,5.62788E+13,54091.09184,18077.53334,15894.98372,657117.4908,49626,66.20927889,515.9019482,1
Australia,2007,Solar,59329.3346,6111.752983,7858042960,53977267,1.25357E+14,775201.7167,50904.69716,46901.14987,405569.1373,204967,14.46007239,781.496532,0
Canada,2001,Hydro,97373.16897,44372.66642,299563807.5,518727823,1.4717E+13,78129.66277,17961.202,42465.55341,238377.6355,655390,34.47337752,989.9605706,0
Canada,2023,Geothermal,8665.016013,2242.661748,6031226412,11515464,1.17968E+14,858822.15,11841.20693,70590.59465,20297.46422,438708,2.739234366,394.3737421,1
India,2015,Wind,74990.50385,21947.53708,9359777296,1232346243,1.40464E+14,527469.2326,55955.24906,62286.30718,71478.46482,406277,98.63972196,382.5980007,1
Canada,2007,Geothermal,7621.974988,10310.21085,8834862577,860358190,3.42136E+13,454421.3361,56255.03036,82461.13514,37270.4614,804711,6.139016811,106.6647023,1
China,2002,Geothermal,17862.80099,12909.39686,7496814392,1316209707,5.13705E+13,857321.4862,95337.19284,43839.03383,320417.6352,323260,57.7286464,833.1976501,0
India,2001,Wind,39839.88972,46572.42848,115029066,135807701,1.79003E+14,470860.1224,22965.74968,27454.63218,101978.8653,771607,33.64314179,840.7929232,1
Australia,2016,Wind,4471.172869,15483.78628,6552339493,143112636,1.54065E+14,436654.6608,1450.511826,32117.32955,317419.6064,249652,32.78582787,436.0067584,0
USA,2004,Geothermal,54065.37772,41490.56367,9625191002,369690547,1.33282E+14,700804.6832,63932.27978,18911.15488,256092.9013,716417,44.56867773,892.3481863,0
Japan,2023,Wind,80865.42991,46004.03581,4830673756,1239712069,9.97102E+13,193343.4526,62140.14068,18752.58736,826568.1673,786947,73.83171925,324.2984742,0
Australia,2001,Hydro,26667.14156,1678.329389,9163542988,392595484,1.53843E+14,669265.1632,38723.22208,24091.0329,111554.4666,398217,51.80370218,373.0013673,0
India,2017,Solar,12742.51918,25126.42616,9867509071,1246840737,1.21104E+14,675010.258,1237.432064,30222.67402,706841.5416,712334,20.20277329,884.0742243,0
Australia,2017,Biomass,70456.99016,40516.71629,1909678634,1189318092,1.82811E+14,129423.3895,87869.35665,34728.68005,727158.3186,999456,53.31742018,648.0926738,0
China,2000,Solar,79674.04949,12185.84497,377448585.4,1125431552,1.91022E+14,795827.179,78322.24185,3690.252512,156819.1142,714201,90.41229443,656.4412545,1
Germany,2008,Biomass,49296.69334,38179.62381,4262944444,1120111682,7.32734E+12,825406.9252,5372.526807,57558.76448,864767.4303,451078,68.18479011,227.1333378,1
India,2009,Hydro,75799.19697,37893.16241,1860536810,121863536,1.59016E+14,333721.1711,50279.78108,29750.30793,259732.3893,386634,40.73612736,323.9666435,1
Germany,2000,Solar,61644.42656,18043.88711,6797117118,395906475,1.11756E+14,388395.6217,16309.01082,5337.31386,876493.1538,375364,47.99705691,443.5788383,0
Japan,2010,Wind,63808.88263,20069.45115,9776572794,701671574,2.09058E+13,311729.8061,2476.256899,34388.94222,1654.08925,969948,11.8030409,744.4480279,0
Japan,2003,Geothermal,61145.20423,48680.06564,4759307908,639491115,1.71924E+14,192057.682,86082.09144,26448.24287,254040.7268,527732,71.10122352,499.659672,0
USA,2006,Solar,84289.71195,40503.66206,435536891.3,317960541,1.75218E+14,15960.03525,92981.33456,32098.52559,877171.4613,530880,3.319731108,849.7004841,1
Canada,2016,Hydro,97747.01326,1573.383011,3429908551,1345546062,1.69578E+14,894672.0431,86314.42187,5493.587432,3616.759556,885793,71.94317668,146.8684957,1
France,2018,Solar,63165.50808,47933.17681,5644758367,1145574735,1.72374E+14,669595.2561,74088.43099,17767.40357,898426.9059,404090,76.11441518,422.7766407,0
Brazil,2021,Hydro,7700.448416,44958.42885,1521807791,1226271773,9.37538E+13,771159.3462,31222.12437,52380.93771,229890.0375,366195,8.901300257,243.6176225,1
China,2017,Solar,38891.49383,38880.48978,3107573863,133830044,1.71029E+14,436721.8639,13943.9548,66734.87532,665904.5568,550579,75.3177995,237.2383903,1
Japan,2016,Wind,1388.108627,48356.2688,9330004128,691986351,8.48768E+13,816592.5606,28038.32028,71796.99725,453757.115,963627,13.91091785,301.0667353,0
Russia,2008,Wind,37568.25762,28973.73477,8025174117,1262963152,1.23109E+14,705812.8976,33665.30076,33498.87991,5581.410897,269513,44.01820693,633.4683025,1
Russia,2019,Solar,19297.98188,3291.947599,2560296813,181648226,1.48741E+14,861770.9312,63767.75926,58854.10581,631699.5213,49290,47.4490345,466.9294407,0
